code,validcode,description
X7134,0,Intentional self-harm by drowning and submersion: at sport & athlet area: while resting...
X7138,0,Intentional self-harm by drowning and submersion: at sport & athlet area: in oth spec activity
X7139,0,Intentional self-harm by drowning and submersion: at sport & athlet area: during unspec activity
X714,0,Intentional self-harm by drowning and submersion: at street & highway
X7140,0,Intentional self-harm by drowning and submersion: at street & highway: in sport activity
X7141,0,Intentional self-harm by drowning and submersion: at street & highway: in leisure activity
X7142,0,Intentional self-harm by drowning and submersion: at street & highway: while work for income
X7143,0,Intentional self-harm by drowning and submersion: at street & highway: in oth type work
X7144,0,Intentional self-harm by drowning and submersion: at street & highway: while resting...
X7148,0,Intentional self-harm by drowning and submersion: at street & highway: in oth spec activity
X7149,0,Intentional self-harm by drowning and submersion: at street & highway: during unspec activity
X715,0,Intentional self-harm by drowning and submersion: at trade & service area
X7150,0,Intentional self-harm by drowning and submersion: at trade & service area: in sport activity
X7151,0,Intentional self-harm by drowning and submersion: at trade & service area: in leisure activity
X7152,0,Intentional self-harm by drowning and submersion: at trade & service area: while work for income
X7153,0,Intentional self-harm by drowning and submersion: at trade & service area: in oth type work
X7154,0,Intentional self-harm by drowning and submersion: at trade & service area: while resting...
X7158,0,Intentional self-harm by drowning and submersion: at trade & service area: in oth spec activity
X7159,0,Intentional self-harm by drowning and submersion: at trade & service area: during unspec activity
X716,0,Intentional self-harm by drowning and submersion: at industr & const area
X7160,0,Intentional self-harm by drowning and submersion: at industr & const area: in sport activity
X7161,0,Intentional self-harm by drowning and submersion: at industr & const area: in leisure activity
X7162,0,Intentional self-harm by drowning and submersion: at industr & const area: while work for income
X7163,0,Intentional self-harm by drowning and submersion: at industr & const area: in oth type work
X7164,0,Intentional self-harm by drowning and submersion: at industr & const area: while resting...
X7168,0,Intentional self-harm by drowning and submersion: at industr & const area: in oth spec activity
X7169,0,Intentional self-harm by drowning and submersion: at industr & const area: during unspec activity
X717,0,Intentional self-harm by drowning and submersion: at farm
X7170,0,Intentional self-harm by drowning and submersion: at farm: in sport activity
X7171,0,Intentional self-harm by drowning and submersion: at farm: in leisure activity
X7172,0,Intentional self-harm by drowning and submersion: at farm: while work for income
X7173,0,Intentional self-harm by drowning and submersion: at farm: in oth type work
X7174,0,Intentional self-harm by drowning and submersion: at farm: while resting...
X7178,0,Intentional self-harm by drowning and submersion: at farm: in oth spec activity
X7179,0,Intentional self-harm by drowning and submersion: at farm: during unspec activity
X718,0,Intentional self-harm by drowning and submersion: at other spec places
X7180,0,Intentional self-harm by drowning and submersion: at other spec places: in sport activity
X7181,0,Intentional self-harm by drowning and submersion: at other spec places: in leisure activity
X7182,0,Intentional self-harm by drowning and submersion: at other spec places: while work for income
X7183,0,Intentional self-harm by drowning and submersion: at other spec places: in oth type work
X7184,0,Intentional self-harm by drowning and submersion: at other spec places: while resting...
X7188,0,Intentional self-harm by drowning and submersion: at other spec places: in oth spec activity
X7189,0,Intentional self-harm by drowning and submersion: at other spec places: during unspec activity
X719,0,Intentional self-harm by drowning and submersion: at unspec place
X7190,0,Intentional self-harm by drowning and submersion: at unspec place: in sport activity
X7191,0,Intentional self-harm by drowning and submersion: at unspec place: in leisure activity
X7192,0,Intentional self-harm by drowning and submersion: at unspec place: while work for income
X7193,0,Intentional self-harm by drowning and submersion: at unspec place: in oth type work
X7194,0,Intentional self-harm by drowning and submersion: at unspec place: while resting...
X7198,0,Intentional self-harm by drowning and submersion: at unspec place: in oth spec activity
X7199,0,Intentional self-harm by drowning and submersion: at unspec place: during unspec activity
X72,0,Intentional self-harm by handgun discharge
X720,0,Intentional self-harm by handgun discharge: at home
X7200,0,Intentional self-harm by handgun discharge: at home: in sport activity
X7201,0,Intentional self-harm by handgun discharge: at home: in leisure activity
X7202,0,Intentional self-harm by handgun discharge: at home: while work for income
X7203,0,Intentional self-harm by handgun discharge: at home: in oth type work
X7204,0,Intentional self-harm by handgun discharge: at home: while resting...
X7208,0,Intentional self-harm by handgun discharge: at home: in oth spec activity
X7209,0,Intentional self-harm by handgun discharge: at home: during unspec activity
X721,0,Intentional self-harm by handgun discharge: at residentl institutn
X7210,0,Intentional self-harm by handgun discharge: at residentl institutn: in sport activity
X7211,0,Intentional self-harm by handgun discharge: at residentl institutn: in leisure activity
X7212,0,Intentional self-harm by handgun discharge: at residentl institutn: while work for income
X7213,0,Intentional self-harm by handgun discharge: at residentl institutn: in oth type work
X7214,0,Intentional self-harm by handgun discharge: at residentl institutn: while resting...
X7218,0,Intentional self-harm by handgun discharge: at residentl institutn: in oth spec activity
X7219,0,Intentional self-harm by handgun discharge: at residentl institutn: during unspec activity
X722,0,"Intentional self-harm by handgun discharge: at school, other..area"
X7220,0,"Intentional self-harm by handgun discharge: at school, other..area: in sport activity"
X7221,0,"Intentional self-harm by handgun discharge: at school, other..area: in leisure activity"
X7222,0,"Intentional self-harm by handgun discharge: at school, other..area: while work for income"
X7223,0,"Intentional self-harm by handgun discharge: at school, other..area: in oth type work"
X7224,0,"Intentional self-harm by handgun discharge: at school, other..area: while resting..."
X7228,0,"Intentional self-harm by handgun discharge: at school, other..area: in oth spec activity"
X7229,0,"Intentional self-harm by handgun discharge: at school, other..area: during unspec activity"
X723,0,Intentional self-harm by handgun discharge: at sport & athlet area
X7230,0,Intentional self-harm by handgun discharge: at sport & athlet area: in sport activity
X7231,0,Intentional self-harm by handgun discharge: at sport & athlet area: in leisure activity
X7232,0,Intentional self-harm by handgun discharge: at sport & athlet area: while work for income
X7233,0,Intentional self-harm by handgun discharge: at sport & athlet area: in oth type work
X7234,0,Intentional self-harm by handgun discharge: at sport & athlet area: while resting...
X7238,0,Intentional self-harm by handgun discharge: at sport & athlet area: in oth spec activity
X7239,0,Intentional self-harm by handgun discharge: at sport & athlet area: during unspec activity
X724,0,Intentional self-harm by handgun discharge: at street & highway
X7240,0,Intentional self-harm by handgun discharge: at street & highway: in sport activity
X7241,0,Intentional self-harm by handgun discharge: at street & highway: in leisure activity
X7242,0,Intentional self-harm by handgun discharge: at street & highway: while work for income
X7243,0,Intentional self-harm by handgun discharge: at street & highway: in oth type work
X7244,0,Intentional self-harm by handgun discharge: at street & highway: while resting...
X7248,0,Intentional self-harm by handgun discharge: at street & highway: in oth spec activity
X7249,0,Intentional self-harm by handgun discharge: at street & highway: during unspec activity
X725,0,Intentional self-harm by handgun discharge: at trade & service area
X7250,0,Intentional self-harm by handgun discharge: at trade & service area: in sport activity
X7251,0,Intentional self-harm by handgun discharge: at trade & service area: in leisure activity
X7252,0,Intentional self-harm by handgun discharge: at trade & service area: while work for income
X7253,0,Intentional self-harm by handgun discharge: at trade & service area: in oth type work
X7254,0,Intentional self-harm by handgun discharge: at trade & service area: while resting...
X7258,0,Intentional self-harm by handgun discharge: at trade & service area: in oth spec activity
X7259,0,Intentional self-harm by handgun discharge: at trade & service area: during unspec activity
X726,0,Intentional self-harm by handgun discharge: at industr & const area
X7260,0,Intentional self-harm by handgun discharge: at industr & const area: in sport activity
X7261,0,Intentional self-harm by handgun discharge: at industr & const area: in leisure activity
X7262,0,Intentional self-harm by handgun discharge: at industr & const area: while work for income
X7263,0,Intentional self-harm by handgun discharge: at industr & const area: in oth type work
X7264,0,Intentional self-harm by handgun discharge: at industr & const area: while resting...
X7268,0,Intentional self-harm by handgun discharge: at industr & const area: in oth spec activity
X7269,0,Intentional self-harm by handgun discharge: at industr & const area: during unspec activity
X727,0,Intentional self-harm by handgun discharge: at farm
X7270,0,Intentional self-harm by handgun discharge: at farm: in sport activity
X7271,0,Intentional self-harm by handgun discharge: at farm: in leisure activity
X7272,0,Intentional self-harm by handgun discharge: at farm: while work for income
X7273,0,Intentional self-harm by handgun discharge: at farm: in oth type work
X7274,0,Intentional self-harm by handgun discharge: at farm: while resting...
X7278,0,Intentional self-harm by handgun discharge: at farm: in oth spec activity
X7279,0,Intentional self-harm by handgun discharge: at farm: during unspec activity
X728,0,Intentional self-harm by handgun discharge: at other spec places
X7280,0,Intentional self-harm by handgun discharge: at other spec places: in sport activity
X7281,0,Intentional self-harm by handgun discharge: at other spec places: in leisure activity
X7282,0,Intentional self-harm by handgun discharge: at other spec places: while work for income
X7283,0,Intentional self-harm by handgun discharge: at other spec places: in oth type work
X7284,0,Intentional self-harm by handgun discharge: at other spec places: while resting...
X7288,0,Intentional self-harm by handgun discharge: at other spec places: in oth spec activity
X7289,0,Intentional self-harm by handgun discharge: at other spec places: during unspec activity
X729,0,Intentional self-harm by handgun discharge: at unspec place
X7290,0,Intentional self-harm by handgun discharge: at unspec place: in sport activity
X7291,0,Intentional self-harm by handgun discharge: at unspec place: in leisure activity
X7292,0,Intentional self-harm by handgun discharge: at unspec place: while work for income
X7293,0,Intentional self-harm by handgun discharge: at unspec place: in oth type work
X7294,0,Intentional self-harm by handgun discharge: at unspec place: while resting...
X7298,0,Intentional self-harm by handgun discharge: at unspec place: in oth spec activity
X7299,0,Intentional self-harm by handgun discharge: at unspec place: during unspec activity
X73,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge"
X730,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at home"
X7300,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at home: in sport activity"
X7301,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at home: in leisure activity"
X7302,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at home: while work for income"
X7303,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at home: in oth type work"
X7304,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at home: while resting..."
X7308,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at home: in oth spec activity"
X7309,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at home: during unspec activity"
X731,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at residentl institutn"
X7310,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at residentl institutn: in sport activity"
X7311,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at residentl institutn: in leisure activity"
X7312,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at residentl institutn: while work for income"
X7313,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at residentl institutn: in oth type work"
X7314,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at residentl institutn: while resting..."
X7318,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at residentl institutn: in oth spec activity"
X7319,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at residentl institutn: during unspec activity"
X732,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at school, other..area"
X7320,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at school, other..area: in sport activity"
X7321,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at school, other..area: in leisure activity"
X7322,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at school, other..area: while work for income"
X7323,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at school, other..area: in oth type work"
X7324,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at school, other..area: while resting..."
X7328,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at school, other..area: in oth spec activity"
X7329,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at school, other..area: during unspec activity"
X733,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at sport & athlet area"
X7330,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at sport & athlet area: in sport activity"
X7331,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at sport & athlet area: in leisure activity"
X7332,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at sport & athlet area: while work for income"
X7333,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at sport & athlet area: in oth type work"
X7334,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at sport & athlet area: while resting..."
X7338,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at sport & athlet area: in oth spec activity"
X7339,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at sport & athlet area: during unspec activity"
X734,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at street & highway"
X7340,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at street & highway: in sport activity"
X7341,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at street & highway: in leisure activity"
X7342,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at street & highway: while work for income"
X7343,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at street & highway: in oth type work"
X7344,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at street & highway: while resting..."
X7348,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at street & highway: in oth spec activity"
X7349,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at street & highway: during unspec activity"
X735,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at trade & service area"
X7350,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at trade & service area: in sport activity"
X7351,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at trade & service area: in leisure activity"
X7352,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at trade & service area: while work for income"
X7353,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at trade & service area: in oth type work"
X7354,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at trade & service area: while resting..."
X7358,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at trade & service area: in oth spec activity"
X7359,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at trade & service area: during unspec activity"
X736,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at industr & const area"
X7360,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at industr & const area: in sport activity"
X7361,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at industr & const area: in leisure activity"
X7362,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at industr & const area: while work for income"
X7363,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at industr & const area: in oth type work"
X7364,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at industr & const area: while resting..."
X7368,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at industr & const area: in oth spec activity"
X7369,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at industr & const area: during unspec activity"
X737,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at farm"
X7370,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at farm: in sport activity"
X7371,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at farm: in leisure activity"
X7372,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at farm: while work for income"
X7373,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at farm: in oth type work"
X7374,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at farm: while resting..."
X7378,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at farm: in oth spec activity"
X7379,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at farm: during unspec activity"
X738,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at other spec places"
X7380,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at other spec places: in sport activity"
X7381,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at other spec places: in leisure activity"
X7382,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at other spec places: while work for income"
X7383,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at other spec places: in oth type work"
X7384,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at other spec places: while resting..."
X7388,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at other spec places: in oth spec activity"
X7389,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at other spec places: during unspec activity"
X739,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at unspec place"
X7390,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at unspec place: in sport activity"
X7391,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at unspec place: in leisure activity"
X7392,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at unspec place: while work for income"
X7393,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at unspec place: in oth type work"
X7394,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at unspec place: while resting..."
X7398,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at unspec place: in oth spec activity"
X7399,0,"Intentional self-harm by rifle, shotgun and larger firearm discharge: at unspec place: during unspec activity"
X74,0,Intentional self-harm by other and unspecified firearm discharge
X740,0,Intentional self-harm by other and unspecified firearm discharge: at home
X7400,0,Intentional self-harm by other and unspecified firearm discharge: at home: in sport activity
X7401,0,Intentional self-harm by other and unspecified firearm discharge: at home: in leisure activity
X7402,0,Intentional self-harm by other and unspecified firearm discharge: at home: while work for income
X7403,0,Intentional self-harm by other and unspecified firearm discharge: at home: in oth type work
X7404,0,Intentional self-harm by other and unspecified firearm discharge: at home: while resting...
X7408,0,Intentional self-harm by other and unspecified firearm discharge: at home: in oth spec activity
X7409,0,Intentional self-harm by other and unspecified firearm discharge: at home: during unspec activity
X741,0,Intentional self-harm by other and unspecified firearm discharge: at residentl institutn
X7410,0,Intentional self-harm by other and unspecified firearm discharge: at residentl institutn: in sport activity
X7411,0,Intentional self-harm by other and unspecified firearm discharge: at residentl institutn: in leisure activity
X7412,0,Intentional self-harm by other and unspecified firearm discharge: at residentl institutn: while work for income
X7413,0,Intentional self-harm by other and unspecified firearm discharge: at residentl institutn: in oth type work
X7414,0,Intentional self-harm by other and unspecified firearm discharge: at residentl institutn: while resting...
X7418,0,Intentional self-harm by other and unspecified firearm discharge: at residentl institutn: in oth spec activity
X7419,0,Intentional self-harm by other and unspecified firearm discharge: at residentl institutn: during unspec activity
X742,0,"Intentional self-harm by other and unspecified firearm discharge: at school, other..area"
X7420,0,"Intentional self-harm by other and unspecified firearm discharge: at school, other..area: in sport activity"
X7421,0,"Intentional self-harm by other and unspecified firearm discharge: at school, other..area: in leisure activity"
X7422,0,"Intentional self-harm by other and unspecified firearm discharge: at school, other..area: while work for income"
X7423,0,"Intentional self-harm by other and unspecified firearm discharge: at school, other..area: in oth type work"
X7424,0,"Intentional self-harm by other and unspecified firearm discharge: at school, other..area: while resting..."
X7428,0,"Intentional self-harm by other and unspecified firearm discharge: at school, other..area: in oth spec activity"
X7429,0,"Intentional self-harm by other and unspecified firearm discharge: at school, other..area: during unspec activity"
X743,0,Intentional self-harm by other and unspecified firearm discharge: at sport & athlet area
X7430,0,Intentional self-harm by other and unspecified firearm discharge: at sport & athlet area: in sport activity
X7431,0,Intentional self-harm by other and unspecified firearm discharge: at sport & athlet area: in leisure activity
X7432,0,Intentional self-harm by other and unspecified firearm discharge: at sport & athlet area: while work for income
X7433,0,Intentional self-harm by other and unspecified firearm discharge: at sport & athlet area: in oth type work
X7434,0,Intentional self-harm by other and unspecified firearm discharge: at sport & athlet area: while resting...
X7438,0,Intentional self-harm by other and unspecified firearm discharge: at sport & athlet area: in oth spec activity
X7439,0,Intentional self-harm by other and unspecified firearm discharge: at sport & athlet area: during unspec activity
X744,0,Intentional self-harm by other and unspecified firearm discharge: at street & highway
X7440,0,Intentional self-harm by other and unspecified firearm discharge: at street & highway: in sport activity
X7441,0,Intentional self-harm by other and unspecified firearm discharge: at street & highway: in leisure activity
X7442,0,Intentional self-harm by other and unspecified firearm discharge: at street & highway: while work for income
X7443,0,Intentional self-harm by other and unspecified firearm discharge: at street & highway: in oth type work
X7444,0,Intentional self-harm by other and unspecified firearm discharge: at street & highway: while resting...
X7448,0,Intentional self-harm by other and unspecified firearm discharge: at street & highway: in oth spec activity
X7449,0,Intentional self-harm by other and unspecified firearm discharge: at street & highway: during unspec activity
X745,0,Intentional self-harm by other and unspecified firearm discharge: at trade & service area
X7450,0,Intentional self-harm by other and unspecified firearm discharge: at trade & service area: in sport activity
X7451,0,Intentional self-harm by other and unspecified firearm discharge: at trade & service area: in leisure activity
X7452,0,Intentional self-harm by other and unspecified firearm discharge: at trade & service area: while work for income
X7453,0,Intentional self-harm by other and unspecified firearm discharge: at trade & service area: in oth type work
X7454,0,Intentional self-harm by other and unspecified firearm discharge: at trade & service area: while resting...
X7458,0,Intentional self-harm by other and unspecified firearm discharge: at trade & service area: in oth spec activity
X7459,0,Intentional self-harm by other and unspecified firearm discharge: at trade & service area: during unspec activity
X746,0,Intentional self-harm by other and unspecified firearm discharge: at industr & const area
X7460,0,Intentional self-harm by other and unspecified firearm discharge: at industr & const area: in sport activity
X7461,0,Intentional self-harm by other and unspecified firearm discharge: at industr & const area: in leisure activity
X7462,0,Intentional self-harm by other and unspecified firearm discharge: at industr & const area: while work for income
X7463,0,Intentional self-harm by other and unspecified firearm discharge: at industr & const area: in oth type work
X7464,0,Intentional self-harm by other and unspecified firearm discharge: at industr & const area: while resting...
X7468,0,Intentional self-harm by other and unspecified firearm discharge: at industr & const area: in oth spec activity
X7469,0,Intentional self-harm by other and unspecified firearm discharge: at industr & const area: during unspec activity
X747,0,Intentional self-harm by other and unspecified firearm discharge: at farm
X7470,0,Intentional self-harm by other and unspecified firearm discharge: at farm: in sport activity
X7471,0,Intentional self-harm by other and unspecified firearm discharge: at farm: in leisure activity
X7472,0,Intentional self-harm by other and unspecified firearm discharge: at farm: while work for income
X7473,0,Intentional self-harm by other and unspecified firearm discharge: at farm: in oth type work
X7474,0,Intentional self-harm by other and unspecified firearm discharge: at farm: while resting...
X7478,0,Intentional self-harm by other and unspecified firearm discharge: at farm: in oth spec activity
X7479,0,Intentional self-harm by other and unspecified firearm discharge: at farm: during unspec activity
X748,0,Intentional self-harm by other and unspecified firearm discharge: at other spec places
X7480,0,Intentional self-harm by other and unspecified firearm discharge: at other spec places: in sport activity
X7481,0,Intentional self-harm by other and unspecified firearm discharge: at other spec places: in leisure activity
X7482,0,Intentional self-harm by other and unspecified firearm discharge: at other spec places: while work for income
X7483,0,Intentional self-harm by other and unspecified firearm discharge: at other spec places: in oth type work
X7484,0,Intentional self-harm by other and unspecified firearm discharge: at other spec places: while resting...
X7488,0,Intentional self-harm by other and unspecified firearm discharge: at other spec places: in oth spec activity
X7489,0,Intentional self-harm by other and unspecified firearm discharge: at other spec places: during unspec activity
X749,0,Intentional self-harm by other and unspecified firearm discharge: at unspec place
X7490,0,Intentional self-harm by other and unspecified firearm discharge: at unspec place: in sport activity
X7491,0,Intentional self-harm by other and unspecified firearm discharge: at unspec place: in leisure activity
X7492,0,Intentional self-harm by other and unspecified firearm discharge: at unspec place: while work for income
X7493,0,Intentional self-harm by other and unspecified firearm discharge: at unspec place: in oth type work
X7494,0,Intentional self-harm by other and unspecified firearm discharge: at unspec place: while resting...
X7498,0,Intentional self-harm by other and unspecified firearm discharge: at unspec place: in oth spec activity
X7499,0,Intentional self-harm by other and unspecified firearm discharge: at unspec place: during unspec activity
X75,0,Intentional self-harm by explosive material
X750,0,Intentional self-harm by explosive material: at home
X7500,0,Intentional self-harm by explosive material: at home: in sport activity
X7501,0,Intentional self-harm by explosive material: at home: in leisure activity
X7502,0,Intentional self-harm by explosive material: at home: while work for income
X7503,0,Intentional self-harm by explosive material: at home: in oth type work
X7504,0,Intentional self-harm by explosive material: at home: while resting...
X7508,0,Intentional self-harm by explosive material: at home: in oth spec activity
X7509,0,Intentional self-harm by explosive material: at home: during unspec activity
X751,0,Intentional self-harm by explosive material: at residentl institutn
X7510,0,Intentional self-harm by explosive material: at residentl institutn: in sport activity
X7511,0,Intentional self-harm by explosive material: at residentl institutn: in leisure activity
X7512,0,Intentional self-harm by explosive material: at residentl institutn: while work for income
X7513,0,Intentional self-harm by explosive material: at residentl institutn: in oth type work
X7514,0,Intentional self-harm by explosive material: at residentl institutn: while resting...
X7518,0,Intentional self-harm by explosive material: at residentl institutn: in oth spec activity
X7519,0,Intentional self-harm by explosive material: at residentl institutn: during unspec activity
X752,0,"Intentional self-harm by explosive material: at school, other..area"
X7520,0,"Intentional self-harm by explosive material: at school, other..area: in sport activity"
X7521,0,"Intentional self-harm by explosive material: at school, other..area: in leisure activity"
X7522,0,"Intentional self-harm by explosive material: at school, other..area: while work for income"
X7523,0,"Intentional self-harm by explosive material: at school, other..area: in oth type work"
X7524,0,"Intentional self-harm by explosive material: at school, other..area: while resting..."
X7528,0,"Intentional self-harm by explosive material: at school, other..area: in oth spec activity"
X7529,0,"Intentional self-harm by explosive material: at school, other..area: during unspec activity"
X753,0,Intentional self-harm by explosive material: at sport & athlet area
X7530,0,Intentional self-harm by explosive material: at sport & athlet area: in sport activity
X7531,0,Intentional self-harm by explosive material: at sport & athlet area: in leisure activity
X7532,0,Intentional self-harm by explosive material: at sport & athlet area: while work for income
X7533,0,Intentional self-harm by explosive material: at sport & athlet area: in oth type work
X7534,0,Intentional self-harm by explosive material: at sport & athlet area: while resting...
X7538,0,Intentional self-harm by explosive material: at sport & athlet area: in oth spec activity
X7539,0,Intentional self-harm by explosive material: at sport & athlet area: during unspec activity
X754,0,Intentional self-harm by explosive material: at street & highway
X7540,0,Intentional self-harm by explosive material: at street & highway: in sport activity
X7541,0,Intentional self-harm by explosive material: at street & highway: in leisure activity
X7542,0,Intentional self-harm by explosive material: at street & highway: while work for income
X7543,0,Intentional self-harm by explosive material: at street & highway: in oth type work
X7544,0,Intentional self-harm by explosive material: at street & highway: while resting...
X7548,0,Intentional self-harm by explosive material: at street & highway: in oth spec activity
X7549,0,Intentional self-harm by explosive material: at street & highway: during unspec activity
X755,0,Intentional self-harm by explosive material: at trade & service area
X7550,0,Intentional self-harm by explosive material: at trade & service area: in sport activity
X7551,0,Intentional self-harm by explosive material: at trade & service area: in leisure activity
X7552,0,Intentional self-harm by explosive material: at trade & service area: while work for income
X7553,0,Intentional self-harm by explosive material: at trade & service area: in oth type work
X7554,0,Intentional self-harm by explosive material: at trade & service area: while resting...
X7558,0,Intentional self-harm by explosive material: at trade & service area: in oth spec activity
X7559,0,Intentional self-harm by explosive material: at trade & service area: during unspec activity
X756,0,Intentional self-harm by explosive material: at industr & const area
X7560,0,Intentional self-harm by explosive material: at industr & const area: in sport activity
X7561,0,Intentional self-harm by explosive material: at industr & const area: in leisure activity
X7562,0,Intentional self-harm by explosive material: at industr & const area: while work for income
X7563,0,Intentional self-harm by explosive material: at industr & const area: in oth type work
X7564,0,Intentional self-harm by explosive material: at industr & const area: while resting...
X7568,0,Intentional self-harm by explosive material: at industr & const area: in oth spec activity
X7569,0,Intentional self-harm by explosive material: at industr & const area: during unspec activity
X757,0,Intentional self-harm by explosive material: at farm
X7570,0,Intentional self-harm by explosive material: at farm: in sport activity
X7571,0,Intentional self-harm by explosive material: at farm: in leisure activity
X7572,0,Intentional self-harm by explosive material: at farm: while work for income
X7573,0,Intentional self-harm by explosive material: at farm: in oth type work
X7574,0,Intentional self-harm by explosive material: at farm: while resting...
X7578,0,Intentional self-harm by explosive material: at farm: in oth spec activity
X7579,0,Intentional self-harm by explosive material: at farm: during unspec activity
X758,0,Intentional self-harm by explosive material: at other spec places
X7580,0,Intentional self-harm by explosive material: at other spec places: in sport activity
X7581,0,Intentional self-harm by explosive material: at other spec places: in leisure activity
X7582,0,Intentional self-harm by explosive material: at other spec places: while work for income
X7583,0,Intentional self-harm by explosive material: at other spec places: in oth type work
X7584,0,Intentional self-harm by explosive material: at other spec places: while resting...
X7588,0,Intentional self-harm by explosive material: at other spec places: in oth spec activity
X7589,0,Intentional self-harm by explosive material: at other spec places: during unspec activity
X759,0,Intentional self-harm by explosive material: at unspec place
X7590,0,Intentional self-harm by explosive material: at unspec place: in sport activity
X7591,0,Intentional self-harm by explosive material: at unspec place: in leisure activity
X7592,0,Intentional self-harm by explosive material: at unspec place: while work for income
X7593,0,Intentional self-harm by explosive material: at unspec place: in oth type work
X7594,0,Intentional self-harm by explosive material: at unspec place: while resting...
